,agent0_xloc,agent0_yloc,agent0_zloc,agent0_xvel,agent0_yvel,agent0_zvel,agent0_orientation,agent2_xloc,agent2_yloc,agent2_zloc,agent2_xvel,agent2_yvel,agent2_zvel,agent3_xloc,agent3_yloc,agent3_zloc,agent3_xvel,agent3_yvel,agent3_zvel,agent4_xloc,agent4_yloc,agent4_zloc,agent4_xvel,agent4_yvel,agent4_zvel,agent5_xloc,agent5_yloc,agent5_zloc,agent5_xvel,agent5_yvel,agent5_zvel,target_xloc,target_yloc,target_zloc
0,0.6735559282921045,-0.7006011278417222,0.5593065560934698,-0.24484811519997304,-0.007002167480293406,0.020442458437534054,-1.5380767543468594,-6.302632025154432,7.699999999999999,0.559257591701527,-0.026417058138819026,2.376329968635995e-40,0.019765905606221285,6.215777484642889,-9.056125281992115,0.5599870045045341,-0.7384718849527986,0.41845077187472496,0.02152468955002068,6.3,7.699999999999999,0.5592569514443869,0.0,0.0,0.01945657971681253,-6.307127431608528,-9.098867230093393,0.5592603420691012,-0.06554203170666398,0.005243873802541508,0.020125025185888545,11.899999999999999,-0.7,0.0
1,0.589824995214272,-0.7053741256787913,0.5596327910580299,-0.325913621729314,-0.02015046913366742,0.0038662148254772584,-1.519602278946182,-6.335843192692243,7.699999999999999,0.55963279105803,-0.09678500274368489,-1.084328668504061e-37,0.0011470331706667826,5.873458628830457,-8.475411620831604,0.5599011264201844,-0.11040321763598716,1.6378686961851467,-0.0107483231069033,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1888452008689186e-15,-6.3219819211276835,-9.097753423605932,0.55963279105803,0.016625670948385744,-0.0021126851251376845,-0.000198544925122412,11.899999999999999,-0.7,0.0
2,0.48344184367963605,-0.7083031849405725,0.55963279105803,-0.11387159724377816,-0.0047872505142327855,0.001343772870310662,-1.517809209217965,-6.412607333722987,7.699999999999999,0.55963279105803,-0.17641719647502796,6.796803959187687e-38,0.0020908345366330377,6.485166514195017,-7.657193223673744,0.5599978706652111,2.199084242417831,0.6322549570972681,0.00552692914354171,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1888452008689186e-15,-6.2514195977058,-9.106493550210706,0.5596327910580299,0.10600653649196637,-0.01434812841157135,-0.0012667485988833093,11.899999999999999,-0.7,0.0
3,0.3149405978007031,-0.7304053362901293,0.5596908909437088,-0.18802017389161318,-0.035472509986243995,0.0048613134047095895,-1.3547091127682043,-6.5277310886159645,7.699999999999999,0.55963279105803,-0.22918505816978904,-5.265797127162255e-38,0.00271626454972038,7.57681975647088,-8.31289369643106,0.5599119447883533,0.6697216226137711,-2.6920904720396517,0.06477469406277453,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1888452008689186e-15,-6.23876562271657,-9.108220573015197,0.5596327910580299,0.047764311636784296,-0.005449119512958329,-0.0005697742249595587,11.899999999999999,-0.7,0.0
4,0.21540010962800107,-0.759497310729689,0.5596327910580299,-0.19559612290590989,-0.06259011772277488,0.0024342932479194277,-1.2612448975229966,-6.658386723591931,7.699999999999999,0.55963279105803,-0.2299243919068349,-1.949638884841604e-37,0.0027250673663668508,6.718038528537729,-9.455360769470543,0.5601573096806661,-3.055503278342359,-0.14504437281110932,0.043700380134427515,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1888452008689186e-15,-6.225390007399595,-9.109647923971306,0.55963279105803,-0.05281522417169301,0.004008498145320773,0.0006271712108664491,11.899999999999999,-0.7,0.0
5,0.10157794739641131,-0.7951363405853197,0.5596327910580299,-0.1516746022806722,-0.0460321822633914,0.0018787475041142261,-1.2762592377737672,-6.773200116394987,7.699999999999999,0.55963279105803,-0.17396323504357675,-3.803596662123601e-37,0.002061855409346403,5.810217887686625,-8.305062269275117,0.5601241874527719,0.8717730131589524,2.9231189594442744,0.005228173565492655,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1888452008689186e-15,-6.238296409807796,-9.10880698686145,0.55963279105803,0.033566469418226774,-0.002566241276960277,-0.00039863688122501354,11.899999999999999,-0.7,0.0
6,-0.12155634130226707,-0.8513693604664712,0.5596327910591559,-0.4101407716453079,-0.08817836989025461,0.004972791863815625,-1.3587967975771098,-6.8445576798013965,7.699999999999999,0.55963279105803,-0.07882986384059718,6.887662211849341e-37,0.0009343585598421866,7.10667941632326,-7.96164409729599,0.5596735762480424,1.9398086398606376,-1.981280388084943,-0.04831450846335646,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.188845200868928e-15,-6.174976698428035,-9.112660777194083,0.55963279105803,0.0590678718515789,-0.004053216036358057,-0.000701992009911782,11.899999999999999,-0.7,0.0
7,-0.3136917844436417,-0.8866046653792112,0.5596328632620226,-0.19259645326459396,-0.01627317913935508,0.0022844802611272207,-1.488797140883025,-6.859436954352732,7.699999999999999,0.55963279105803,0.0225094785863307,-4.327747756445336e-39,-0.0002667164678978199,6.684446298712365,-9.071459086311627,0.5601345568777016,-2.6028172697069425,-0.11792870579777746,0.12095342231644504,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.188845200868928e-15,-6.146415973500725,-9.114677151670582,0.5596327910580299,0.11769473132431221,-0.008304262573765353,-0.0013978540685529836,11.899999999999999,-0.7,0.0
8,-0.4136534037670144,-0.8907796086992276,0.5596327911410892,-0.08966058512149566,4.691835457192636e-05,0.0010605659578154867,-1.5766645827394676,-6.82462888813749,7.699999999999999,0.55963279105803,0.09430134310379513,-3.1353642839077428e-37,-0.0011176194316899076,6.099143557786845,-8.06075730976853,0.5596538092663504,1.4257018217209574,2.1865529488962223,0.04567690808912099,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.188845200868928e-15,-6.178831572885858,-9.113205942971753,0.55963279105803,-0.22090374153696912,0.01188187408365383,0.0026213200820647204,11.899999999999999,-0.7,0.0
9,-0.40733432405805237,-0.8901372235128362,0.55963279105803,0.06992508280672792,0.003930304707136262,-0.0008313357470678128,-1.509985945431267,-6.764361396235477,7.699999999999999,0.55963279105803,0.11171318820903553,-1.2052547912959865e-37,-0.0013240252643207295,7.273528626066357,-8.192653342925727,0.5596333966195923,1.04544165064608,-2.4174888657228726,-0.07823554469297972,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.188845200868928e-15,-6.323263775306171,-9.104533623635964,0.55963279105803,-0.2354599394104574,0.009761061911985988,0.002792422192729542,11.899999999999999,-0.7,0.0
