,agent0_xloc,agent0_yloc,agent0_zloc,agent0_xvel,agent0_yvel,agent0_zvel,agent0_orientation,ball2_xloc,ball2_yloc,ball2_zloc,ball2_xvel,ball2_yvel,ball2_zvel,ball3_xloc,ball3_yloc,ball3_zloc,ball3_xvel,ball3_yvel,ball3_zvel,ball4_xloc,ball4_yloc,ball4_zloc,ball4_xvel,ball4_yvel,ball4_zvel,ball5_xloc,ball5_yloc,ball5_zloc,ball5_xvel,ball5_yvel,ball5_zvel,target_xloc,target_yloc,target_zloc,collisions_agent0/shell,collisions_ball2/shell,collisions_ball3/shell,collisions_ball4/shell,collisions_ball5/shell,collisions_target/geom
0,-6.318148019545228,-9.0983038993258,0.5593417700323678,-0.10473085608214076,0.00528903947641904,0.01889172222332321,-1.6444032903734387,-6.302632025154432,7.699999999999999,0.5592575917013771,-0.026417058138821545,1.3343929450271601e-39,0.019765905611952128,6.215777484644191,-9.056125281994095,0.5599870045046247,-0.7384718849502925,0.4184507718739676,0.021524689539901384,6.3,7.699999999999999,0.5592569514441181,0.0,0.0,0.019456579727181778,-4.8941311406533785,-9.09993433320088,0.5592622455655624,-0.013104706142039324,0.0007667632379846187,0.019425820783735812,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
1,-6.386065048009329,-9.089045503361554,0.5596327910580299,0.014212661412297233,-0.004101721512385998,-0.00016700220928309316,-1.7875577260244142,-6.335843192692244,7.699999999999999,0.55963279105803,-0.0967850027436882,-1.1578453206932623e-37,0.0011470331706668203,5.873458628834092,-8.475411620834022,0.5599011264202204,-0.11040321762935354,1.6378686961828919,-0.01074832310593411,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418724e-15,-4.902774059691098,-9.099510453674531,0.5596327910580299,-0.09008612326299414,0.005101759507826085,0.0010694112580477103,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
2,-6.452396261164686,-9.073532447402428,0.5596327910580299,-0.1682588807612934,0.038295122307528955,0.002048009067520287,-1.7977622825430883,-6.41260733372299,7.699999999999999,0.55963279105803,-0.1764171964750308,-1.1647249582277535e-37,0.00209083453663307,6.485166514202028,-7.657193223680538,0.5599978706652199,2.1990842424191945,0.6322549570836348,0.0055269291431702325,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418724e-15,-4.941808940753142,-9.097310561687173,0.55963279105803,-0.0761785861715318,0.003968792765527338,0.0009044325355591995,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
3,-6.4926997695481266,-9.06282008378016,0.5596327910580299,-0.1253264908712285,0.036051765664799416,0.0015441929683754187,-1.861596836575501,-6.527731088615969,7.699999999999999,0.55963279105803,-0.22918505816979154,-1.9810070732308053e-36,0.002716264549720408,7.576819756472623,-8.312893696444178,0.5599119447880051,0.6697216225927002,-2.692090472042129,0.06477469406401884,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418724e-15,-4.93377852495292,-9.098122217659064,0.55963279105803,0.08472381867143332,-0.007295753380439455,-0.0010074875723345648,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
4,-6.633819306124208,-9.017518311967072,0.5596327910580299,-0.0912104914767312,0.03146308434400379,0.00112348527477673,-1.9289797495372596,-6.658386723591936,7.699999999999999,0.55963279105803,-0.22992439190683706,9.463151483112992e-37,0.0027250673663668746,6.718038528533649,-9.455360769476728,0.5601573096806537,-3.0555032783395335,-0.14504437278955956,0.043700380134316104,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418724e-15,-4.895423983099842,-9.10182421019416,0.5596327910580299,0.11144987187684156,-0.012115060942328146,-0.0013293457042600413,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
5,-6.589046959157172,-9.034410067099973,0.5596327910580299,0.27780885937320526,-0.10736832959816511,-0.003537943269622254,-1.9418919409418949,-6.773200116394992,7.699999999999999,0.55963279105803,-0.17396323504357858,-2.284981938781019e-37,0.002061855409346936,5.810217887691638,-8.305062269275789,0.5601241874527509,0.8717730131787015,2.9231189594370535,0.005228173565268154,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418724e-15,-4.770070100669245,-9.116615603437742,0.55963279105803,0.28839056867525664,-0.03287529982968453,-0.003440564023417321,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
6,-6.314577965094521,-9.141438999604903,0.5596327910580299,0.5865981821880288,-0.23481273101725747,-0.007475496537061702,-1.9521928909314026,-6.844557679801403,7.699999999999999,0.55963279105803,-0.07882986384059881,-1.1130462134348535e-36,0.0009343585598420948,7.106679416331143,-7.961644097305342,0.5596735762478996,1.9398086398486771,-1.9812803880983791,-0.04831450846261899,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418716e-15,-4.648531563772828,-9.130348719539763,0.5596327910580299,0.2255634540867305,-0.025828639443670368,-0.00269104382114881,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
7,-6.099706356742714,-9.21235118297316,0.5596327910582302,0.42393277331396434,-0.10535005619604318,-0.00518058905905601,-1.8159159528616904,-6.859436954352739,7.699999999999999,0.55963279105803,0.022509478586329266,9.872315836984055e-38,-0.00026671646789779783,6.684446298714791,-9.071459086320607,0.5601345568777288,-2.6028172697066743,-0.11792870578930563,0.1209534223151076,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418716e-15,-4.576590092045622,-9.138761250108605,0.55963279105803,0.028568069124729548,-0.0031811659920949775,-0.0003407018621402007,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
8,-5.800459870453377,-9.28340151325272,0.5598884477785611,0.6201648651342606,-0.22035902383931422,-0.005499533695176528,-1.9118796551146169,-6.8246288881374975,7.699999999999999,0.55963279105803,0.09430134310379384,-7.815200723045052e-38,-0.001117619431689616,6.099143557794002,-8.060757309775484,0.5596538092663184,1.4257018217299855,2.186552948889562,0.04567690808927036,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418716e-15,-4.5453833611395,-9.142821900284641,0.5596327910580299,0.0979863676517227,-0.015051734291473074,-0.0011748206132659999,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
9,-5.625544711312838,-9.377743386512828,0.5597105102401403,-0.024061025590474308,0.01243237067702256,0.002110770755238959,-2.214357411486412,-6.7643613962354845,7.699999999999999,0.55963279105803,0.1117131882090344,-1.1281416731158233e-37,-0.0013240252643205532,7.273528626073336,-8.192653342937342,0.5596333966195677,1.0454416506371955,-2.417488865726768,-0.0782355446927478,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418716e-15,-4.523819914862767,-9.145806999369764,0.5596327473281522,0.15040154758289992,-0.01820203429260409,-0.0017949120296258012,11.899999999999999,-0.7,0.0,0,0,0,0,1,0
10,-5.619325146294376,-9.38358668759932,0.5596327910580299,0.02354753510551604,-0.022694014529500237,-0.0003841066366785601,-2.3036482532773737,-6.711235710616016,7.699999999999999,0.55963279105803,0.07036371101767186,1.3026865130011053e-37,-0.0008339912951865732,6.4747047120187196,-9.073384256372165,0.5603235536653947,-2.5353020339388768,0.7388801548688468,0.11891622705575844,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418716e-15,-4.454478763506294,-9.151737874116206,0.55963279105803,0.20309220465748962,-0.017802531764915606,-0.0024175465322967054,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
11,-5.4946042097792755,-9.527294179730692,0.5596327910636694,0.31192643642294443,-0.38972739823011826,-0.005919828441375102,-2.4661018732451168,-6.6939408494117245,7.699999999999999,0.55963279105803,-0.011964079902941087,2.6316609367774357e-39,0.00014173350094587818,6.225387052096148,-7.909760425892792,0.5602504166670601,2.0255137356824697,1.697848625759743,0.014300694930809446,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418716e-15,-4.36082709453309,-9.159558276542958,0.5596327910580299,0.2578129177328696,-0.022221355188734793,-0.003067289174063578,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
12,-5.377161542192356,-9.688606417860758,0.5596328081622081,0.05092547017266083,-0.09045917414233211,-0.0012335188170341702,-2.6345549262239123,-6.726441772679984,7.699999999999999,0.55963279105803,-0.10208069571319232,-3.294842250600727e-39,0.0012097964960023555,7.313471962457258,-8.390168297457626,0.5605203387076079,0.17487740043541428,-2.6368390514790674,0.024864700343253866,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418716e-15,-4.255703037378111,-9.167686611748872,0.5596327910580299,0.03795950918382214,-0.0023887261982344235,-0.0004506836164980041,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
13,-5.351830056707141,-9.73778607858644,0.55963279105803,-0.00837223472313075,0.01515247812839458,0.00021201195268825854,-2.6931514462375854,-6.80277353367895,7.699999999999999,0.55963279105803,-0.16403703619071175,-2.9938371747505135e-38,0.0019441285862681382,6.286050479255995,-8.987782552097611,0.5600947669732446,-2.2111391271873053,1.440525716320577,0.06609569408864462,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418716e-15,-4.278967126996494,-9.166728478183828,0.55963279105803,-0.07868794422523355,0.0035119418554804957,0.0009337852541333538,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
14,-5.315725457993242,-9.814854093733885,0.5596328040933571,0.07058459341643922,-0.17082867959309675,-0.0021949770578327966,-2.74737936968012,-6.899432119494429,7.699999999999999,0.55963279105803,-0.1728290925009023,-1.2453243991002437e-38,0.002048372469481927,6.40790917818661,-7.805562783449279,0.5597048042874974,2.420385365995014,1.0578179206801417,-0.07284078007675934,6.3,7.699999999999999,0.5596319354627793,0.0,0.0,-2.1895701411418716e-15,-4.285183751215698,-9.166315112754308,0.55963279105803,0.11582179800039542,-0.0023660347242228773,-0.0013724284298825549,11.899999999999999,-0.7,0.0,0,0,0,0,0,0
